name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,windspeed,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,moonphase,description
Kerala,31-05-2020,32,26.4,29.5,40.6,26.4,35.8,25.7,80.8,42.87,7.6,1010.1,47.5,4.8,218.1,18.9,8,0.33,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,01-06-2020,32,25.7,28.1,40.6,25.7,32.8,25.3,84.9,80.45,9.4,1010.9,64,3.9,185.1,16.1,7,0.38,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,02-06-2020,30,25.2,27.1,36.2,25.2,30.1,25,88.6,122.52,11.2,1011.2,66.5,3.3,170.1,14.6,5,0.43,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,03-06-2020,32,24.9,28.5,39.2,24.9,33.4,25.3,83.1,20.59,5.4,1010.1,54.4,4.5,165.9,14.4,6,0.46,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,04-06-2020,31,26.3,29.2,40.6,26.3,36,26.3,84.8,18.69,11.2,1010.1,53.9,3.9,266.7,23,9,0.49,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,05-06-2020,31,25.3,27.9,40.6,25.3,33.1,26.1,89.9,55.37,18.4,1009.9,57.2,3.4,197,16.9,7,0.5,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,06-06-2020,31,24.2,27.4,39.1,24.2,30.8,25.2,88.2,24.92,13,1010.2,66,3.6,212,18.4,8,0.51,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,07-06-2020,31,25.2,27.3,38.9,25.2,30.4,24.8,86.7,24.4,14.8,1009.6,68.1,3.9,133.4,11.7,5,0.52,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,08-06-2020,32,25,28.8,40.6,25,33.9,25.1,80.9,1.3,18.4,1008,50.6,4.6,240,20.7,8,0.54,Partly cloudy throughout the day with rain clearing later.
Kerala,09-06-2020,33,26,29.5,40.6,26,35.1,25.1,77.6,0.8,22.3,1007.8,36.5,5.7,217.5,18.8,7,0.58,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,10-06-2020,32,25.8,28.4,40.6,25.8,33.1,25.2,83.2,7.79,14.6,1007.4,51.6,4.4,196.5,17,7,0.63,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,11-06-2020,31,25.7,27.8,38.6,25.7,31.6,24.4,81.9,1.2,13,1007.2,66.6,4.1,185.1,15.9,7,0.67,Partly cloudy throughout the day with rain.
Kerala,12-06-2020,32,25.9,29.2,40.6,25.9,34.6,25.3,80.1,2.5,11.2,1005.9,53.7,4.7,176,15.3,6,0.72,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,13-06-2020,32,25.7,28.6,39.2,25.7,33.2,25,81.9,10.8,11.2,1006.8,50.9,4.5,152.1,13.2,5,0.77,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,14-06-2020,33,24.7,28.4,40.6,24.7,32.1,24.5,80.4,14.49,22.8,1008.5,63,4.4,186.7,16.3,7,0.81,Partly cloudy throughout the day with rain.
Kerala,15-06-2020,33,26.4,29.9,40.6,26.4,35.5,24.7,74.2,0.5,18.4,1007.8,45.3,4.7,211,18.2,8,0.86,Partly cloudy throughout the day with rain.
Kerala,16-06-2020,33,25.7,29.5,39.2,25.7,34.4,24.6,75.8,4.3,18.4,1007.3,48.8,4.7,124,10.7,4,0.9,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,17-06-2020,32,26.3,28.7,40.9,26.3,33.4,25.2,81.9,2,24.8,1007.7,55.5,5,108.7,9.5,3,0.94,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,18-06-2020,33,26,29.3,40.6,26,33.9,24.3,75.1,2.3,18.4,1008.9,38.3,4.9,154.1,13.4,5,0.97,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,19-06-2020,30,25.6,27.9,35.1,25.6,31.3,24.1,80.1,4.1,18.4,1009.6,56,4.1,173.7,15,6,0.99,Partly cloudy throughout the day with rain.
Kerala,20-06-2020,32,25.6,28.9,39.2,25.6,33.8,24.6,78.1,3,13,1009,61.5,4.8,220.9,19.2,8,1,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,21-06-2020,30.6,25.4,27.8,36.9,25.4,31.6,24.9,84.5,5.9,18.4,1008.5,65.4,4.1,132.8,11.4,5,0,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,22-06-2020,32,24.9,28.3,37.9,24.9,31.6,24,78.4,3.7,20.5,1007.4,72.9,4.1,233.3,20.1,7,0.01,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,23-06-2020,32,25.4,28.8,38.3,25.4,33,23.7,74,0.3,20.5,1007.5,62.6,4.3,218.8,18.8,8,0.03,Partly cloudy throughout the day with early morning rain.
Kerala,24-06-2020,32.2,26.7,29.4,40.4,29.6,34.7,24.6,75.8,1.1,18.4,1007.4,54.9,4.7,241.9,21,8,0.06,Partly cloudy throughout the day with rain.
Kerala,25-06-2020,33,25.5,28.6,39.2,25.5,32.8,24.1,76.8,5.9,14.8,1006.4,65.4,4.9,238.3,20.5,8,0.1,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,26-06-2020,30,24.4,26.4,35.1,24.4,27.9,23.9,86.5,38.97,22.3,1007.1,67.4,3.7,190.2,16.3,7,0.14,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,27-06-2020,30,24.9,27.2,35.1,24.9,29.4,23.8,82.1,9.51,18.4,1007.6,63.6,4.2,218.2,18.7,7,0.2,Partly cloudy throughout the day with rain.
Kerala,28-06-2020,30,25.9,27.9,37.4,25.9,32,25.1,84.6,3.5,11.2,1007.1,54.4,4.5,224,19.2,8,0.26,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,29-06-2020,30,25,27.6,37.4,25,31.6,25,86,5.1,18.4,1006.6,54.9,4.1,214.9,18.4,7,0.32,Partly cloudy throughout the day with rain.
Kerala,30-06-2020,31.5,24.2,27.9,38,24.2,30.9,23.3,76.6,2.3,18.4,1006.4,55.2,4.9,192.4,16.5,7,0.37,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,01-07-2020,32,25.6,28.9,38.2,25.6,33.4,24.3,76.8,0.8,14.8,1007.5,37.8,5.2,131.5,11.3,4,0.42,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,02-07-2020,31.4,25.9,28.4,39.1,25.9,32.5,24.4,79.3,0.3,22.3,1007.4,52.8,4.7,152,13.2,5,0.46,Partly cloudy throughout the day with afternoon rain.
Kerala,03-07-2020,30,25.4,27.4,35.1,25.4,30,23.7,80.7,3.6,20.5,1008,71,4.2,127.4,10.9,4,0.48,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,04-07-2020,30,24.9,27.7,36.4,24.9,31.1,24.5,82.9,10.1,9.4,1007.6,70,4.5,146.3,12.7,5,0.5,Partly cloudy throughout the day with rain.
Kerala,05-07-2020,31,26.2,28.9,39.1,26.2,34.9,25.9,84.5,4.21,11.2,1007.5,51.4,4.8,181.9,15.7,6,0.5,Partly cloudy throughout the day with rain.
Kerala,06-07-2020,31,24.9,28.1,37.7,24.9,32.7,24.9,83,11.7,27.7,1007.2,60.3,4,149.1,12.8,5,0.51,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,07-07-2020,31.6,24.2,28.4,38.1,24.2,32.3,24.4,79.5,4.4,14.8,1008.2,49.1,4.6,158.9,13.6,5,0.53,Clearing in the afternoon with rain clearing later.
Kerala,08-07-2020,32,25.3,28.5,39.2,25.3,32.3,23.5,74.7,0.3,18.4,1008.4,49.7,4.8,124.2,10.8,4,0.56,Partly cloudy throughout the day with rain.
Kerala,09-07-2020,31.2,25.9,28.3,37.9,25.9,31.9,23.5,75.4,1.6,19.6,1008,55,4.5,119,10.4,4,0.6,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,10-07-2020,33,25,28.3,37,25,31,23.1,74.3,1.9,18.4,1008.3,54,4.9,114,9.9,4,0.64,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,11-07-2020,31.1,25,28.1,37.7,25,31.8,24.2,79.7,3.1,9.4,1008.2,52.5,4.7,135.8,11.8,4,0.68,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,12-07-2020,30.8,24.9,27.9,36.8,24.9,31.3,24.1,80.1,5.4,14.8,1007.8,58.5,5,223.1,19.1,8,0.73,Partly cloudy throughout the day with rain clearing later.
Kerala,13-07-2020,30,25.7,28.3,36.8,25.7,32.5,24.7,81.3,1.2,16.6,1007.2,52.7,4.4,162.2,14,6,0.78,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,14-07-2020,33,25.6,28.9,40.3,25.6,33.3,24.2,76.4,0,27.7,1006.5,42,5,157,13.7,5,0.83,Partly cloudy throughout the day.
Kerala,15-07-2020,32,25.9,28.4,37.9,25.9,32.3,24.1,78.1,0.4,18.4,1006.7,52.4,4.3,137,12,4,0.87,Partly cloudy throughout the day with rain.
Kerala,16-07-2020,30,25.3,27.2,35.1,25.3,29.5,23.6,80.8,6.1,11.2,1007,65.2,4.4,120.5,10.5,4,0.91,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,17-07-2020,31,24.2,27,36.5,24.2,28.9,23.6,81.8,2.7,25.6,1007,74.7,4.5,188.6,16.2,7,0.95,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,18-07-2020,32,25.7,28.8,38.1,25.7,32.4,23.3,72.7,2.3,18.4,1006.8,63.1,4.7,170.8,14.7,5,0.98,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,19-07-2020,31.4,25,27.7,38,25,30.4,23.5,78.3,4.4,16.6,1007.1,52.2,4.6,178.4,15.4,6,1,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,20-07-2020,30,25,27.1,37.4,25,29.8,24.6,86.4,5.8,18.4,1007,54.3,4,143.5,12.5,5,1,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,21-07-2020,31.7,24.7,28.5,37.7,24.7,32.2,23.6,75.4,5.8,11.2,1007.1,49.3,5,67.2,5.7,2,0,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,22-07-2020,31,25.9,28.6,37.7,25.9,33.7,25.2,82.1,0.7,5.4,1007.5,54.1,4.4,183.3,15.9,6,0.02,Partly cloudy throughout the day with rain.
Kerala,23-07-2020,32,25.9,28.7,39.2,25.9,33.2,24.8,79.9,4.2,7.6,1007.4,53.4,5.1,174.8,15.1,7,0.05,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,24-07-2020,30,25.6,27.4,36.2,25.6,30.9,24.7,85.4,42.08,7.6,1009,61.5,3.9,110.7,9.5,4,0.09,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,25-07-2020,31,24.6,28.5,37.7,24.6,32.3,24.2,78.5,2.1,10.1,1009.7,53.1,4.8,184.7,15.8,6,0.14,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,26-07-2020,29,25.9,27.8,35.6,25.9,32.1,25.1,85,20.58,13,1010.8,67.5,3.7,234,20.2,7,0.19,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,27-07-2020,32.1,25.7,29,39.4,25.7,33.9,24.9,79.2,1.5,18.4,1009.2,43.5,4.8,214.5,18.5,7,0.25,Partly cloudy throughout the day with rain.
Kerala,28-07-2020,30,26.6,28.3,36.2,26.6,32.6,24.8,81.8,11.2,20.5,1007.9,63.7,4.5,187,16.1,7,0.31,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,29-07-2020,30,23.7,25.9,35.1,23.7,26.8,23.9,89,98.82,18.4,1008.5,73.2,3.4,117.2,10.1,4,0.36,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,30-07-2020,30,23.4,27.1,35.1,23.4,29.3,23.2,80.1,10.9,17.4,1008.2,60.2,4.5,278,24.1,9,0.41,Partly cloudy throughout the day with rain.
Kerala,31-07-2020,29.6,24.9,27.3,34.5,24.9,30.1,24.4,84.5,3.4,13,1007.9,64.6,4.7,144,12.3,5,0.45,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,01-08-2020,30.1,25,27.5,36,25,30.3,24.4,83.7,5.2,18.4,1008.2,62.2,4.7,173.8,15.1,5,0.47,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,02-08-2020,29,24.6,26.8,33.7,24.6,29.3,24.4,87,17.1,20.5,1009.3,68.9,4,167.7,14.4,6,0.49,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,03-08-2020,30,24,27.5,37.4,24,31.6,24.9,86.2,10,10.4,1008.3,72.6,4.2,154.7,13.3,5,0.5,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,04-08-2020,30,26.2,28,37.4,26.2,32.9,25.8,87.9,5.41,11.2,1007,66.3,3.8,186.8,15.9,7,0.51,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,05-08-2020,31,25.9,28.4,40.6,25.9,33.7,25.9,87,16.89,18.4,1005.8,57.1,4.8,164.7,14.1,6,0.52,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,06-08-2020,31,25.5,27.6,39.1,25.5,32,25.5,88.5,34.98,13.1,1006.8,65.9,3.8,173.9,15,6,0.54,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,07-08-2020,28,24.4,26.2,33.5,24.4,27.7,24.6,90.8,62.06,18.4,1009.8,67.7,3.2,223.9,19.4,8,0.57,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,08-08-2020,29,23.8,26.1,33.6,23.8,27.4,24.2,89.8,68.25,18.4,1009.2,67,3.7,179.8,15.4,7,0.61,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,09-08-2020,27,23.9,25.3,30.6,23.9,25.6,24.3,94,73.06,13,1009.2,68.5,3.2,115.6,10.1,4,0.65,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,10-08-2020,29,23.6,26.2,34.5,23.6,28,24.2,88.8,9.4,11.6,1009.2,69.5,4.1,194.2,16.9,6,0.7,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,11-08-2020,30.2,24.4,27.5,36.6,24.4,30.8,25,86.4,7.9,16.6,1010.2,50,4.3,261.9,22.7,9,0.74,Partly cloudy throughout the day with rain.
Kerala,12-08-2020,31,25.6,28.3,37.7,25.6,33,25.1,83.3,0.6,16.6,1010.5,33,4.7,271.9,23.5,9,0.79,Partly cloudy throughout the day with rain clearing later.
Kerala,13-08-2020,30.6,25.9,28.3,37.4,25.9,33.2,25.3,83.9,0,18.1,1008.9,38.1,4.3,257.4,22.3,9,0.84,Partly cloudy throughout the day.
Kerala,14-08-2020,31,25.2,28.3,39.1,25.2,33,25.1,82.9,0,15.4,1008.1,41.2,4.4,205.8,17.8,7,0.89,Partly cloudy throughout the day.
Kerala,15-08-2020,31,26,28.5,39.1,26,33.7,25.5,83.9,0.3,14.8,1008.3,43.8,4.3,173.1,14.7,6,0.93,Becoming cloudy in the afternoon with early morning rain.
Kerala,16-08-2020,31.6,25.9,28.3,39.3,25.9,32.7,25.1,83.2,0,18.4,1008.6,48.1,4.3,154.3,13.3,5,0.96,Partly cloudy throughout the day.
Kerala,17-08-2020,31,25.9,28.3,39.1,25.9,33.1,25.1,83,0.2,16,1008.1,47.2,4.3,239.3,20.7,9,0.99,Partly cloudy throughout the day with early morning rain.
Kerala,18-08-2020,31,25.9,28.6,39.1,25.9,34.1,25.7,84.7,0,18.4,1008.4,40.7,4.5,282.8,24.4,9,1,Partly cloudy throughout the day.
Kerala,19-08-2020,31.6,25.9,28.8,39.6,25.9,33.6,24.8,79.8,0,19.2,1006.9,37.6,4.5,235.8,20.3,8,0,Partly cloudy throughout the day.
Kerala,20-08-2020,30.6,25.9,28.5,38,25.9,33.6,25.2,82.9,0,18.4,1007.5,43.3,4.7,161.8,13.9,6,0.01,Partly cloudy throughout the day.
Kerala,21-08-2020,31.1,25.9,28.7,37.7,25.9,33.5,25,81.1,0,18.4,1008.9,34,4.4,258.6,22.4,9,0.04,Partly cloudy throughout the day.
Kerala,22-08-2020,31.4,25.9,28.6,39.1,25.9,33.8,25.3,82.9,0,18.4,1009.1,33.6,4.6,259,22.3,9,0.08,Partly cloudy throughout the day.
Kerala,23-08-2020,31.4,26.3,28.9,38.4,26.3,33.9,24.9,79.6,0,22.3,1009.2,40.3,4.6,248.1,21.5,8,0.13,Partly cloudy throughout the day.
Kerala,24-08-2020,31.6,26,28.9,39.1,26,34.2,24.9,79.2,2.3,12.5,1009.4,40.1,4.7,253.9,22,9,0.18,Partly cloudy throughout the day with early morning rain.
Kerala,25-08-2020,32.1,26.2,29.1,39.4,26.2,34.7,25.3,80.7,0,22.3,1010,37.6,4.5,250.3,21.7,9,0.24,Partly cloudy throughout the day.
Kerala,26-08-2020,32,26,29,38.8,26,34.1,24.9,79.1,2.1,20.5,1009.8,51,4.3,167.7,14.5,6,0.29,Partly cloudy throughout the day with rain.
Kerala,27-08-2020,31.2,25.9,28.8,37.7,25.9,33.3,24.5,78.2,0.5,20.4,1009.2,34,4.4,253.7,22.1,9,0.35,Partly cloudy throughout the day with rain clearing later.
Kerala,28-08-2020,33,25.6,28.8,38.1,25.6,33.1,24.2,76.9,0,18.4,1008.3,32.9,4.5,299.1,25.9,10,0.39,Partly cloudy throughout the day.
Kerala,29-08-2020,32,25.9,29,39.1,25.9,33.7,24.7,78,0,13,1008.7,38.9,4.7,166.8,14.5,6,0.43,Partly cloudy throughout the day.
Kerala,30-08-2020,32.1,26,29.4,39.3,26,34.4,24.6,75.9,0,16.6,1008.9,43,4.4,204.9,17.9,7,0.46,Partly cloudy throughout the day.
Kerala,31-08-2020,31.8,26,29,38.6,26,34,24.7,77.6,0,20,1008.9,50.1,4.5,141.5,12.2,5,0.49,Partly cloudy throughout the day.
Kerala,01-09-2020,31.6,26.2,28.9,37.7,26.2,33.8,24.6,77.9,0.9,20.5,1008.8,54.7,4.5,230,19.8,8,0.5,Partly cloudy throughout the day with rain.
Kerala,02-09-2020,31,25,27.8,39.1,25,31.3,24.8,84.2,12.39,11.8,1008.6,73.4,4,167.8,14.6,6,0.5,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,03-09-2020,32,24.9,28.6,39.2,24.9,32.4,24.3,78.4,4.4,8.1,1007.8,54,4.3,132,11.5,4,0.51,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,04-09-2020,32,26.4,29,39.2,26.4,34.6,25.4,81.3,16.59,11.2,1007.4,59,4.4,118.2,10.2,4,0.53,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,05-09-2020,31,25.7,28.6,39.1,25.7,33.8,25.4,83.3,90.89,8.6,1007.1,57.3,4.1,111.4,9.7,4,0.55,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,06-09-2020,28,23.8,26.1,33.5,23.8,27.7,24.8,92.8,144.3,22.3,1008.7,69.4,2.5,172.6,14.9,7,0.58,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,07-09-2020,32,23.5,27.2,37.9,23.5,29.7,23.9,82.6,16.6,18.4,1009.9,65.3,4.2,231.4,20.2,9,0.62,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,08-09-2020,32,25.4,28.1,40.6,25.4,32.1,24.9,83.1,50.08,11.2,1009.1,57.3,4.2,157.1,13.7,5,0.66,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,09-09-2020,29,24.5,26.3,34.5,24.5,28,25,92.7,146.86,14.8,1008.9,70.4,3.1,126.7,10.9,4,0.71,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,10-09-2020,31,24.9,27.8,39.1,24.9,31.7,25.3,86.5,22.8,10.1,1008.1,56,4,196.7,16.9,7,0.76,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,11-09-2020,32,24.7,28.3,40.6,24.7,32.8,25.3,84.5,28.28,11.8,1008.5,50,4.1,201,17.3,7,0.81,Partly cloudy throughout the day with rain.
Kerala,12-09-2020,31,24.6,27,39.1,24.6,29.4,24.5,86.5,17.29,14.8,1010.3,61.6,4,202.3,17.6,8,0.86,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,13-09-2020,30,24.4,26.8,36.2,24.4,29,24.2,85.5,10.3,22.3,1010.4,61.1,3.8,173.8,15.1,5,0.9,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,14-09-2020,31,24.9,27.7,37.7,24.9,31.1,25.1,86.3,5.1,13,1009.2,55.4,4.3,275.5,23.9,9,0.95,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,15-09-2020,31,25.9,27.9,39.1,25.9,32.6,25.6,87.6,7.5,22.7,1008.9,56.1,4.2,176.2,15.3,6,0.98,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,16-09-2020,30,25.2,27.8,38.8,25.2,32.5,25.9,89.6,7.7,11.6,1009.4,55.3,3.9,166.7,14.3,6,1,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,17-09-2020,30.1,25,28,37.4,25,32.7,25.5,86.2,6.8,14.8,1009.9,49,4.1,175.7,15.2,6,0,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,18-09-2020,30,24.9,27.4,37.5,24.9,31.3,25.6,89.7,20.51,18.4,1009,62,4.6,119.3,10.3,4,0.01,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,19-09-2020,30,24.6,26.7,37.4,24.6,29.1,25.1,91.6,20.9,22.3,1007.9,70.5,3.9,100.2,8.8,3,0.03,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,20-09-2020,30,23.7,26.4,37.4,23.7,28.4,25,92,37.08,18.4,1008.1,74.6,3.4,179.7,15.5,6,0.07,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,21-09-2020,29,24.3,26.5,36.8,24.3,28.8,25.5,94,47.69,22.3,1008.4,68,3.4,165.1,14.3,6,0.11,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,22-09-2020,27,24.7,25.8,31.2,24.7,26.5,25.2,96.2,47.26,18.4,1008.9,67.2,3.1,275.6,23.8,9,0.16,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,23-09-2020,31,24.2,27.2,39.1,24.2,30.1,25.1,88.8,5.4,18.4,1009.6,62.2,4.5,242.2,20.7,9,0.22,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,24-09-2020,30,24.7,27.5,36.5,24.7,30.8,25,86.4,1,18.4,1010.4,57.7,4.6,146.4,12.8,6,0.27,Partly cloudy throughout the day with rain.
Kerala,25-09-2020,29.4,25.1,27.3,36.8,25.1,31.6,25.7,90.8,3.1,13.3,1010.1,64.2,3.8,149.9,12.9,5,0.33,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,26-09-2020,30.4,25,27.9,38.8,25,32.4,25.6,87.7,0.4,13.6,1009.7,52.5,4.3,194.4,16.8,7,0.37,Partly cloudy throughout the day with early morning rain.
Kerala,27-09-2020,30.6,25.7,28.2,37.8,25.7,33.6,26.1,88.7,0,14.8,1009.7,39.3,4.7,166.2,14.4,5,0.41,Partly cloudy throughout the day.
Kerala,28-09-2020,31,25.7,28.3,40.6,25.7,34,26.2,88.8,0.9,14.3,1009.6,46.2,4.4,142.5,12.3,5,0.45,Partly cloudy throughout the day with rain.
Kerala,29-09-2020,30.4,25.6,28.1,37.4,25.6,32.7,25.6,86.9,2.2,14.8,1009.4,49.2,4.1,255,22,9,0.47,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,30-09-2020,29.6,24.9,26.8,35.6,24.9,29.2,25,89.8,16.19,15.1,1009.3,60.9,3.7,244.4,21.2,8,0.49,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,01-10-2020,31,24.7,27.9,39.1,24.7,32,25.5,87.8,0.6,14.8,1008.7,45.8,4.5,214.1,18.5,8,0.5,Partly cloudy throughout the day with rain clearing later.
Kerala,02-10-2020,31.4,24.9,28.3,39.1,24.9,32.7,25.2,84.2,0,16.1,1009.3,38.9,4.6,237.2,20.5,10,0.5,Partly cloudy throughout the day.
Kerala,03-10-2020,31,25,28.4,39.1,25,33.3,25.6,85.3,0,15.8,1010,36.6,4.9,193.5,16.6,9,0.52,Partly cloudy throughout the day.
Kerala,04-10-2020,31,25.4,28.5,39.1,25.4,32.9,25.1,82.7,0,18.4,1010.7,34.8,4.9,258.5,22.3,9,0.53,Partly cloudy throughout the day.
Kerala,05-10-2020,31,24.9,28.2,37.7,24.9,31.7,24.4,80.5,0,22.3,1009.3,29.8,4.7,302.1,25.9,10,0.56,Partly cloudy throughout the day.
Kerala,06-10-2020,31,24.9,28.1,39.1,24.9,32.3,25,84,0.1,18.4,1009,31.5,5,285.2,24.7,10,0.59,Partly cloudy throughout the day with late afternoon rain.
Kerala,07-10-2020,31,25.6,28.2,38.8,25.6,33,25.5,85.6,0.3,18.4,1009.3,49.5,4.6,241.1,20.9,9,0.63,Partly cloudy throughout the day with rain clearing later.
Kerala,08-10-2020,31,25.9,28.3,40.6,25.9,34.2,26.3,89.5,7.7,14.8,1009,61.9,4.6,113.1,9.8,4,0.68,Partly cloudy throughout the day with rain.
Kerala,09-10-2020,31,23.7,27.8,37.7,23.7,31.9,24.9,85.3,83.83,18.4,1009.3,55.6,4.6,120.6,10.4,5,0.73,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,10-10-2020,30,25.4,27.7,37.4,25.4,31.9,25.3,87.4,6.4,14.8,1008.9,71.3,4.4,228.5,19.6,9,0.78,Partly cloudy throughout the day with rain.
Kerala,11-10-2020,30,25,27.2,38.8,25,30.4,24.8,87,19.59,18.4,1008,89.1,3.8,108.6,9.3,4,0.83,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,12-10-2020,30,25,27.2,38.8,25,31,25.9,92.6,16.01,15.1,1006.7,62.8,3.9,207.6,17.9,7,0.88,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,13-10-2020,29,25.1,26.9,38.2,25.1,30.5,26.1,95.4,56.06,24.1,1006.4,75.4,3.5,200.5,17.4,7,0.93,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,14-10-2020,30,24.4,26.7,38.8,24.4,29.8,25.6,93.9,29.8,22.3,1007.9,85.9,3.6,218.6,19,7,0.96,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,15-10-2020,30,25.3,27.5,38.8,25.3,32,26.3,93.4,38.58,16.6,1007.6,63.5,4.4,146.7,12.7,6,0.99,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,16-10-2020,31,25,27.9,40.4,25,32.1,25.6,88,1.6,11.2,1007.3,47.2,4.3,257.5,22.3,9,1,Partly cloudy throughout the day with rain.
Kerala,17-10-2020,30.6,23.9,28,38.8,23.9,32.6,25.2,85.2,0.1,15.4,1007.6,43.6,4.3,243.7,21,9,0,Partly cloudy throughout the day with morning rain.
Kerala,18-10-2020,31,25.1,28.2,40.8,25.1,32.6,25,82.9,0.2,14.8,1008.2,46.8,5,204.9,17.7,7,0.02,Partly cloudy throughout the day with rain clearing later.
Kerala,19-10-2020,31,25.7,28.5,40.6,25.7,33.4,25.1,82.3,0.5,16.6,1008.2,36.5,4.5,270.2,23.4,9,0.05,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,20-10-2020,30,25.7,27.3,37.4,25.7,31.2,25.7,91,2.2,10.1,1008.4,63.3,3.7,220.9,19,9,0.09,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,21-10-2020,31,24.2,27.9,39.1,24.2,32,24.7,82.8,10.39,13,1009.1,47,4.6,212,18.3,8,0.14,Partly cloudy throughout the day with a chance of rain throughout the day.
